acc,dice,MIoU,epoch,step
0.854145884513855,0.5678614377975464,0.396512895822525,0,49
0.9256828427314758,0.7624171376228333,0.6160534024238586,0,99
0.9396935105323792,0.7513136863708496,0.6016832590103149,0,149
0.9126811027526855,0.66083824634552,0.49347159266471863,0,199
0.9383470416069031,0.795252799987793,0.6600993275642395,0,249
0.9118141531944275,0.6878948211669922,0.5242680311203003,0,299
0.9474325180053711,0.7871917486190796,0.6490653157234192,0,349
