acc,dice,MIoU,epoch,step,val_loss,val_acc,val_dice,val_MIoU,train_loss,train_acc,train_dice,train_MIoU
0.9671182632446289,0.8585649728775024,0.7521803379058838,15,5699,,,,,,,,
,,,15,5727,0.23312929272651672,0.9720609784126282,0.8470404148101807,0.7346661686897278,,,,
,,,15,5727,,,,,0.19331617653369904,0.9647713899612427,0.8678380846977234,0.7665318846702576
0.9730349183082581,0.8784462213516235,0.7832403779029846,16,5749,,,,,,,,
0.962373673915863,0.9017693400382996,0.8211110830307007,16,5799,,,,,,,,
0.9648823738098145,0.8828079700469971,0.7902025580406189,16,5849,,,,,,,,
0.9535672068595886,0.8566771149635315,0.7492870688438416,16,5899,,,,,,,,
0.9658153057098389,0.8527729511260986,0.7433341145515442,16,5949,,,,,,,,
0.9714205861091614,0.9093717336654663,0.8338053822517395,16,5999,,,,,,,,
0.9659672975540161,0.8819090127944946,0.7887632250785828,16,6049,,,,,,,,
,,,16,6085,0.2343709021806717,0.9716179966926575,0.8464561104774475,0.7337875366210938,,,,
,,,16,6085,,,,,0.19069230556488037,0.9649626612663269,0.8686923980712891,0.7678658366203308
0.9689866900444031,0.8940465450286865,0.8083943724632263,17,6099,,,,,,,,
0.9699632525444031,0.8651130795478821,0.7622901797294617,17,6149,,,,,,,,
0.9508616924285889,0.851789653301239,0.7418411374092102,17,6199,,,,,,,,
0.9651451706886292,0.8108327388763428,0.6818491816520691,17,6249,,,,,,,,
0.9691423773765564,0.8834447860717773,0.7912235260009766,17,6299,,,,,,,,
0.9603582620620728,0.8463324904441833,0.7336017489433289,17,6349,,,,,,,,
0.9636504650115967,0.8638149499893188,0.7602766752243042,17,6399,,,,,,,,
,,,17,6443,0.22923393547534943,0.970352292060852,0.8447358012199402,0.7312057614326477,,,,
,,,17,6443,,,,,0.1985974907875061,0.9628831148147583,0.8614920377731323,0.7566850185394287
0.9573613405227661,0.8354112505912781,0.7173444628715515,18,6449,,,,,,,,
0.9698623418807983,0.9008592367172241,0.8196032047271729,18,6499,,,,,,,,
0.9618929028511047,0.8863832950592041,0.7959500551223755,18,6549,,,,,,,,
0.9713084697723389,0.8549368381500244,0.7466285228729248,18,6599,,,,,,,,
0.9643318057060242,0.8658273220062256,0.7633998990058899,18,6649,,,,,,,,
0.97808837890625,0.8916149735450745,0.8044270873069763,18,6699,,,,,,,,
0.9493532776832581,0.8375289440155029,0.7204729914665222,18,6749,,,,,,,,
0.962626576423645,0.8435156345367432,0.7293791770935059,18,6799,,,,,,,,
,,,18,6801,0.22249002754688263,0.9714653491973877,0.8517663478851318,0.7418057322502136,,,,
,,,18,6801,,,,,0.1887434422969818,0.965402364730835,0.8703330159187317,0.7704331874847412
0.9748410582542419,0.9001058340072632,0.8183567523956299,19,6849,,,,,,,,
0.9765625,0.8970959782600403,0.8133944272994995,19,6899,,,,,,,,
0.9597716331481934,0.85353684425354,0.744495689868927,19,6949,,,,,,,,
0.9689393043518066,0.8925570845603943,0.8059621453285217,19,6999,,,,,,,,
0.9821042418479919,0.9281538724899292,0.8659394383430481,19,7049,,,,,,,,
0.9714978337287903,0.8903099894523621,0.8023051023483276,19,7099,,,,,,,,
0.9734160900115967,0.9029582738876343,0.8230847120285034,19,7149,,,,,,,,
,,,19,7159,0.22281883656978607,0.9736974239349365,0.8563029766082764,0.7487148642539978,,,,
,,,19,7159,,,,,0.183952197432518,0.9666708111763,0.8748473525047302,0.7775365710258484
0.9689094424247742,0.8625777959823608,0.7583619952201843,20,7199,,,,,,,,
0.9628918766975403,0.8389928340911865,0.722642183303833,20,7249,,,,,,,,
0.9697776436805725,0.8660886287689209,0.7638062834739685,20,7299,,,,,,,,
0.9748398065567017,0.9040650725364685,0.8249258995056152,20,7349,,,,,,,,
0.9752770066261292,0.8705368041992188,0.7707527279853821,20,7399,,,,,,,,
0.9704403281211853,0.8955009579658508,0.8107756972312927,20,7449,,,,,,,,
0.9765625,0.8989452123641968,0.8164399862289429,20,7499,,,,,,,,
,,,20,7517,0.23625902831554413,0.9730083346366882,0.8521382808685303,0.7423701882362366,,,,
,,,20,7517,,,,,0.18135012686252594,0.9669353365898132,0.8758888244628906,0.7791835069656372
0.9575867652893066,0.8540318012237549,0.7452491521835327,21,7549,,,,,,,,
0.9643417596817017,0.8766019344329834,0.7803127765655518,21,7599,,,,,,,,
0.9717768430709839,0.8540961146354675,0.7453470826148987,21,7649,,,,,,,,
0.9613622426986694,0.8625622987747192,0.7583380937576294,21,7699,,,,,,,,
0.9698349237442017,0.8813514709472656,0.7878715991973877,21,7749,,,,,,,,
0.9637264609336853,0.8985447883605957,0.8157796263694763,21,7799,,,,,,,,
0.9682791829109192,0.8822730183601379,0.7893456816673279,21,7849,,,,,,,,
,,,21,7875,0.22102415561676025,0.9737054109573364,0.8559539318084717,0.7481812834739685,,,,
,,,21,7875,,,,,0.18270443379878998,0.966681182384491,0.8749704360961914,0.7777310609817505
0.9697838425636292,0.8879745006561279,0.7985199093818665,22,7899,,,,,,,,
0.9698424339294434,0.8282700777053833,0.7068779468536377,22,7949,,,,,,,,
0.9620460867881775,0.8236199617385864,0.7001308798789978,22,7999,,,,,,,,
0.9666536450386047,0.8797883987426758,0.785377025604248,22,8049,,,,,,,,
0.9708949327468872,0.8704364895820618,0.7705954313278198,22,8099,,,,,,,,
0.9687861204147339,0.8419578671455383,0.7270529270172119,22,8149,,,,,,,,
0.9654889702796936,0.9014631509780884,0.8206034898757935,22,8199,,,,,,,,
,,,22,8233,0.2264440804719925,0.9708536267280579,0.8494970798492432,0.7383703589439392,,,,
,,,22,8233,,,,,0.17855681478977203,0.9673153758049011,0.8772242665290833,0.7812995910644531
0.9629292488098145,0.8906251788139343,0.802817165851593,23,8249,,,,,,,,
0.9678693413734436,0.8895634412765503,0.8010933995246887,23,8299,,,,,,,,
0.9731519818305969,0.8996405601501465,0.8175878524780273,23,8349,,,,,,,,
0.9624596238136292,0.886038601398468,0.7953943610191345,23,8399,,,,,,,,
0.968110978603363,0.87139892578125,0.77210533618927,23,8449,,,,,,,,
0.9730162620544434,0.8633447289466858,0.7595484852790833,23,8499,,,,,,,,
0.9680150747299194,0.8710374236106873,0.7715378999710083,23,8549,,,,,,,,
,,,23,8591,0.2210465520620346,0.9711138010025024,0.8506007194519043,0.7400393486022949,,,,
,,,23,8591,,,,,0.17728355526924133,0.9674615263938904,0.8780699968338013,0.7826423645019531
0.9600605964660645,0.8734219074249268,0.7752875089645386,24,8599,,,,,,,,
0.9742954969406128,0.8671712875366211,0.7654920220375061,24,8649,,,,,,,,
0.9589632153511047,0.8288668990135193,0.7077478766441345,24,8699,,,,,,,,
0.9699358344078064,0.8857521414756775,0.7949327826499939,24,8749,,,,,,,,
0.9586542844772339,0.8731527924537659,0.7748634815216064,24,8799,,,,,,,,
0.9689144492149353,0.8783227801322937,0.7830440998077393,24,8849,,,,,,,,
0.9724046587944031,0.8926137685775757,0.8060545325279236,24,8899,,,,,,,,
0.960713267326355,0.8531684875488281,0.7439352869987488,24,8949,,,,,,,,
,,,24,8949,0.23032929003238678,0.971970796585083,0.8521093726158142,0.7423262596130371,,,,
,,,24,8949,,,,,0.17632126808166504,0.967667818069458,0.878512442111969,0.783345639705658
0.964506208896637,0.847459614276886,0.7352971434593201,25,8999,,,,,,,,
0.9741771221160889,0.8924634456634521,0.805809497833252,25,9049,,,,,,,,
0.9651439189910889,0.8734813928604126,0.7753812670707703,25,9099,,,,,,,,
0.9627013206481934,0.8317034244537354,0.7118940949440002,25,9149,,,,,,,,
0.9709323048591614,0.8679448366165161,0.7666983008384705,25,9199,,,,,,,,
0.9761651754379272,0.9231917858123779,0.857340931892395,25,9249,,,,,,,,
0.966532826423645,0.890957772731781,0.8033578991889954,25,9299,,,,,,,,
,,,25,9307,0.26098623871803284,0.9637145400047302,0.8176392316818237,0.6915311217308044,,,,
,,,25,9307,,,,,0.1733444631099701,0.9683197736740112,0.8809623122215271,0.7872500419616699
0.9710929989814758,0.9078827500343323,0.8313052654266357,26,9349,,,,,,,,
0.9661616086959839,0.8989344835281372,0.8164224028587341,26,9399,,,,,,,,
0.9744735956192017,0.873849630355835,0.7759617567062378,26,9449,,,,,,,,
0.9683265089988708,0.8999504446983337,0.818099856376648,26,9499,,,,,,,,
0.9721455574035645,0.865546703338623,0.7629637718200684,26,9549,,,,,,,,
0.9668803215026855,0.878493070602417,0.7833148837089539,26,9599,,,,,,,,
0.9705299735069275,0.9071529507637024,0.8300822973251343,26,9649,,,,,,,,
,,,26,9665,0.2257256954908371,0.9727826118469238,0.8517727851867676,0.7418155670166016,,,,
,,,26,9665,,,,,0.17395445704460144,0.9679457545280457,0.8800127506256104,0.7857345938682556
0.9668492078781128,0.8645777106285095,0.7614591717720032,27,9699,,,,,,,,
0.9545985460281372,0.8282627463340759,0.7068672776222229,27,9749,,,,,,,,
0.9627835154533386,0.8625097870826721,0.7582568526268005,27,9799,,,,,,,,
0.9579081535339355,0.8369253873825073,0.7195801138877869,27,9849,,,,,,,,
0.9663110971450806,0.8826454281806946,0.7899421453475952,27,9899,,,,,,,,
0.978617787361145,0.9246662259101868,0.8598876595497131,27,9949,,,,,,,,
0.9698660969734192,0.9059064984321594,0.8279973268508911,27,9999,,,,,,,,
,,,27,10023,0.2230585217475891,0.9725784063339233,0.8555044531822205,0.7474947571754456,,,,
,,,27,10023,,,,,0.17325255274772644,0.9681267738342285,0.8803232312202454,0.7862297892570496
0.9737586379051208,0.9073819518089294,0.8304657936096191,28,10049,,,,,,,,
0.9728493094444275,0.8829232454299927,0.7903872728347778,28,10099,,,,,,,,
0.9696568250656128,0.8886725902557373,0.7996496558189392,28,10149,,,,,,,,
0.9712188243865967,0.8812189698219299,0.7876598834991455,28,10199,,,,,,,,
0.9618443250656128,0.8433994650840759,0.7292055487632751,28,10249,,,,,,,,
0.946330189704895,0.8275974988937378,0.7058988213539124,28,10299,,,,,,,,
0.9726226329803467,0.9091960787773132,0.8335101008415222,28,10349,,,,,,,,
,,,28,10381,0.22440075874328613,0.9708874225616455,0.8500689268112183,0.7392346858978271,,,,
,,,28,10381,,,,,0.1709049493074417,0.9686331748962402,0.8822441101074219,0.7892994284629822
0.9685544371604919,0.890468180179596,0.8025621175765991,29,10399,,,,,,,,
0.9726923704147339,0.8997287750244141,0.817733645439148,29,10449,,,,,,,,
0.9759920239448547,0.8769519329071045,0.7808676958084106,29,10499,,,,,,,,
0.937410295009613,0.8090779781341553,0.6793711185455322,29,10549,,,,,,,,
0.9727447032928467,0.8592961430549622,0.7533034086227417,29,10599,,,,,,,,
0.9732553958892822,0.8838406801223755,0.7918589115142822,29,10649,,,,,,,,
0.9632294178009033,0.8652030229568481,0.7624297738075256,29,10699,,,,,,,,
,,,29,10739,0.2435789704322815,0.9667032957077026,0.8338861465454102,0.7150983810424805,,,,
,,,29,10739,,,,,0.17607691884040833,0.967926025390625,0.8795849084854126,0.7850527763366699
0.9505079388618469,0.8714396357536316,0.7721692323684692,30,10749,,,,,,,,
0.9706470966339111,0.8669553399085999,0.7651554942131042,30,10799,,,,,,,,
0.9762971997261047,0.9065634608268738,0.8290956616401672,30,10849,,,,,,,,
0.9733139276504517,0.8987839221954346,0.8161740303039551,30,10899,,,,,,,,
0.9690439701080322,0.8865329623222351,0.7961915135383606,30,10949,,,,,,,,
0.9750416278839111,0.911026120185852,0.8365914225578308,30,10999,,,,,,,,
0.9620485901832581,0.8821080327033997,0.7890816330909729,30,11049,,,,,,,,
,,,30,11097,0.2301703542470932,0.9731652140617371,0.8548400402069092,0.7464808821678162,,,,
,,,30,11097,,,,,0.1699833869934082,0.9687768816947937,0.8827251195907593,0.7900697588920593
0.9611343145370483,0.8523932695388794,0.742757260799408,31,11099,,,,,,,,
0.9697228074073792,0.9086618423461914,0.8326125741004944,31,11149,,,,,,,,
0.9749407172203064,0.9104641079902649,0.8356439471244812,31,11199,,,,,,,,
0.9733226299285889,0.9005899429321289,0.8191574811935425,31,11249,,,,,,,,
0.9624870419502258,0.8671700358390808,0.7654900550842285,31,11299,,,,,,,,
0.9652112126350403,0.8752250671386719,0.7781335115432739,31,11349,,,,,,,,
0.9589544534683228,0.8374586701393127,0.7203689813613892,31,11399,,,,,,,,
0.9759048223495483,0.917610764503479,0.8477641344070435,31,11449,,,,,,,,
,,,31,11455,0.21752473711967468,0.9729605913162231,0.8577523827552795,0.750933825969696,,,,
,,,31,11455,,,,,0.16419266164302826,0.9698439836502075,0.8865896463394165,0.7962828278541565
0.978068470954895,0.9017438888549805,0.8210688829421997,32,11499,,,,,,,,
0.9779613018035889,0.9274897575378418,0.8647841215133667,32,11549,,,,,,,,
0.9762959480285645,0.9242345690727234,0.8591413497924805,32,11599,,,,,,,,
0.9715027809143066,0.8997563719749451,0.8177792429924011,32,11649,,,,,,,,
0.9625480771064758,0.8383346796035767,0.7216662764549255,32,11699,,,,,,,,
0.9650604724884033,0.902306318283081,0.8220019340515137,32,11749,,,,,,,,
0.9700940251350403,0.8637547492980957,0.7601833939552307,32,11799,,,,,,,,
,,,32,11813,0.23207607865333557,0.9728519916534424,0.8507105708122253,0.7402056455612183,,,,
,,,32,11813,,,,,0.16379491984844208,0.9698172211647034,0.8862496018409729,0.7957344651222229
0.9776598811149597,0.9154667258262634,0.8441112637519836,33,11849,,,,,,,,
0.9639157652854919,0.8720297813415527,0.77309650182724,33,11899,,,,,,,,
0.9784047603607178,0.9117310047149658,0.8377809524536133,33,11949,,,,,,,,
0.9676476120948792,0.8917381167411804,0.8046275973320007,33,11999,,,,,,,,
0.9750602841377258,0.9116494655609131,0.8376432061195374,33,12049,,,,,,,,
0.9707367420196533,0.9105563759803772,0.8357993960380554,33,12099,,,,,,,,
0.9766085743904114,0.9189116954803467,0.8499876260757446,33,12149,,,,,,,,
,,,33,12171,0.21921752393245697,0.9736759662628174,0.8595975637435913,0.7537668347358704,,,,
,,,33,12171,,,,,0.16228552162647247,0.9702084064483643,0.8878483176231384,0.7983158230781555
0.9751151204109192,0.9206271171569824,0.8529277443885803,34,12199,,,,,,,,
0.9599073529243469,0.8641870021820068,0.7608532309532166,34,12249,,,,,,,,
0.9705212712287903,0.8697666525840759,0.7695461511611938,34,12299,,,,,,,,
0.9692046642303467,0.8310728073120117,0.7109705805778503,34,12349,,,,,,,,
0.9702235460281372,0.8985782861709595,0.8158348798751831,34,12399,,,,,,,,
0.9612202644348145,0.8772411346435547,0.781326413154602,34,12449,,,,,,,,
0.9755236506462097,0.9081183075904846,0.831700325012207,34,12499,,,,,,,,
,,,34,12529,0.22037985920906067,0.9722891449928284,0.8557354211807251,0.7478474974632263,,,,
,,,34,12529,,,,,0.16313180327415466,0.9700325131416321,0.8873593807220459,0.7975256443023682
0.9719699025154114,0.9148610234260559,0.8430818915367126,35,12549,,,,,,,,
0.9691187143325806,0.8984342217445374,0.8155974745750427,35,12599,,,,,,,,
0.9661603569984436,0.8890377283096313,0.8002411723136902,35,12649,,,,,,,,
0.9607855081558228,0.8495368957519531,0.7384303212165833,35,12699,,,,,,,,
0.9750640392303467,0.880242645740509,0.786101222038269,35,12749,,,,,,,,
0.97088623046875,0.9028864502906799,0.8229653239250183,35,12799,,,,,,,,
0.971923828125,0.9140836000442505,0.841762363910675,35,12849,,,,,,,,
,,,35,12887,0.2273469865322113,0.9728645086288452,0.8534609079360962,0.7443801164627075,,,,
,,,35,12887,,,,,0.15755188465118408,0.9709120988845825,0.8903821706771851,0.8024224042892456
0.9709447622299194,0.8797740340232849,0.7853540778160095,36,12899,,,,,,,,
0.9722763299942017,0.8925244808197021,0.8059089779853821,36,12949,,,,,,,,
0.9705212712287903,0.8763428330421448,0.7799023389816284,36,12999,,,,,,,,
0.9721978902816772,0.8982911705970764,0.8153616786003113,36,13049,,,,,,,,
0.9705461859703064,0.8707869052886963,0.7711448669433594,36,13099,,,,,,,,
0.9746317863464355,0.9131402969360352,0.8401638865470886,36,13149,,,,,,,,
