acc,dice,MIoU,epoch,step
0.9103779792785645,0.6437801122665405,0.4746871590614319,0,49
0.9272423386573792,0.7138497233390808,0.5550282001495361,0,99
0.9145433306694031,0.6260356903076172,0.45564186573028564,0,149
